Timestamp,X,Y,Angle (Theta)
1735904615.7490928,1.3917903378485466,0.7666870330258507,0.44018949346589525
1735904615.7835038,1.3961947323451556,0.7660512887706166,0.4383716354131019
1735904615.8142707,1.394287840574436,0.7664844721034317,0.43902804478208235
1735904615.8484838,1.397465848405848,0.7670539613668769,0.43894230308632276
1735904615.8842032,1.3959527635716868,0.7662964569610616,0.43979719073283624
1735904615.91743,1.4003650455909322,0.7678276449808734,0.43844610726814737
1735904615.952571,1.3926631490183823,0.76506801292976,0.438493583251771
1735904615.986722,1.3946726766877955,0.7676085972096006,0.4379329163248863
1735904616.027816,1.3992336189676604,0.7700183091722557,0.43809342125164885
1735904616.0605905,1.3986477084487605,0.7688974651066817,0.43735237354377493
1735904616.0938218,1.4001207565090381,0.7721552962744795,0.43848993762162164
1735904616.12748,1.4038938275928432,0.7731601798031029,0.43933320383689867
1735904616.1625373,1.3961156166733024,0.7704525962865718,0.4376451972154051
1735904616.1935894,1.393103814316427,0.7669046758586979,0.4392848745730619
1735904616.2296255,1.3917433940868869,0.7665944780052876,0.4362639692181648
1735904616.265797,1.390174056387942,0.764608630832595,0.4398605700599939
1735904616.2964041,1.3868706929350831,0.7611513980926545,0.4410309572722356
1735904616.3320377,1.3874482889707673,0.761376611004914,0.44082455735795933
1735904616.3721077,1.3899259589482769,0.7587074844498127,0.44233809531101553
1735904616.409709,1.3900631024507166,0.7600611860993238,0.4401225184250054
1735904616.4536746,1.3869896913901325,0.7583272119650374,0.4404046212801106
1735904616.492656,1.3906317005057824,0.7600770805591985,0.44035082169468565
1735904616.5278287,1.3903208626835273,0.75704949101412,0.44181454938103853
1735904616.560858,1.391267745007149,0.7595364107247725,0.44224473941629044
1735904616.5958614,1.3903292421009563,0.7591088588065081,0.44019630547855926
1735904616.6324553,1.384496567922457,0.7590374472629605,0.4401808423245571
1735904616.6739378,1.387857119866883,0.759914622380812,0.4403378513842375
1735904616.7124767,1.3933926390978604,0.7630719011992875,0.4406203570952222
1735904616.7548347,1.393571163837478,0.7613918920970204,0.4400636857302805
1735904616.7929611,1.3916325173672095,0.7638994422890264,0.43797364516230647
1735904616.8320086,1.400231006078485,0.7675465691358018,0.4402180697850457
1735904616.8692098,1.398010812047873,0.7667011985197799,0.4414842343749759
1735904616.9070606,1.3936070224381862,0.7639876695852493,0.43955145291984016
1735904616.945587,1.3959146961740208,0.7660240095588103,0.4387820988949768
1735904616.9840298,1.3938504401560383,0.7646067127406337,0.4392883973363598
1735904617.0149295,1.3916373972552405,0.7632714953857784,0.4401872520914726
1735904617.0525646,1.390571455912784,0.7616116560107137,0.43969260759626005
1735904617.0885937,1.3883038991995817,0.7582513371004156,0.4418620039678022
1735904617.1322532,1.3897467177836216,0.7599403667007183,0.43996859656868414
1735904617.1690142,1.3974170463736992,0.7635660005379302,0.442295675301541
1735904617.2041972,1.3941656222458478,0.7646175184240386,0.44002237747978595
1735904617.2375586,1.3862684895388206,0.7573788714901873,0.44009928246600427
1735904617.2719321,1.3895438880947737,0.7608194933555353,0.4411159087833683
1735904617.309609,1.387212067975606,0.7622288539416416,0.4386539271284416
1735904617.3468897,1.3849655438741495,0.7603299078273097,0.44009358769544016
1735904617.382362,1.3907322709248604,0.7648910940241241,0.4374097785246654
1735904617.415687,1.38999324758703,0.7655443067093942,0.4382428072837063
1735904617.452249,1.3949777813382556,0.7635357260952118,0.4388704632694796
1735904617.4927213,1.390816793605171,0.7607158689857011,0.44189915033180655
1735904617.528585,1.3863554325839882,0.7602113320377532,0.44034405745002897
1735904617.5657666,1.3911454618554122,0.7614254016670315,0.4401297691775289
1735904617.5980864,1.3913433429822182,0.7611970383436877,0.4389903579072918
1735904617.6316962,1.3970942790804464,0.7660620591394544,0.44076590172391544
1735904617.665937,1.3958325271798118,0.7678289321698896,0.44073471920348395
1735904617.6970422,1.3986800820641876,0.7687216617578939,0.4379595963880451
1735904617.7320335,1.3938020976328993,0.7645124760426467,0.43814423645430806
1735904617.7660294,1.3934530955388034,0.7653342649325642,0.43891415167459
1735904617.7986472,1.3910886451870867,0.7643170806021325,0.43831374977818843
1735904617.8417983,1.3932415897171608,0.7622192301770098,0.44018875507979865
1735904617.8748488,1.3950023020964195,0.7663861632870658,0.4393727529666961
1735904617.912246,1.3949576766947298,0.7649306469655719,0.43826181958319205
1735904617.9467978,1.390778355590816,0.7636379690124183,0.4390528317745762
1735904617.9770343,1.3928644999068291,0.7640507182177732,0.43974814605914
1735904618.0119843,1.391533082878003,0.7640912927123797,0.43807628225257245
1735904618.0464976,1.398596304216761,0.7694106000555265,0.4381351423225373
1735904618.0765858,1.4021189666565956,0.7706182749102974,0.4381481258285841
1735904618.1107805,1.397961193206905,0.7680908011274855,0.43886464931550284
1735904618.1461859,1.3960826475240333,0.7665450143967101,0.438596146442369
1735904618.1852896,1.4001539335000233,0.76737001177792,0.43841377356517053
1735904618.217623,1.4001932740872614,0.7675674518787781,0.4400672496127425
1735904618.2529671,1.3988261426522621,0.7678481941831395,0.4372927496586449
1735904618.2877622,1.3960871121725016,0.764922971186773,0.44099539049240977
1735904618.3237755,1.3972590598335273,0.7649592013893296,0.44109400264185006
1735904618.355584,1.3993349260967425,0.7676599016958547,0.4379487660229817
1735904618.3921428,1.398131439404789,0.7700559522982141,0.43880442671404923
1735904618.427556,1.391651760820617,0.7656335529997531,0.437615322834723
1735904618.4609325,1.3898992215022936,0.7662501635664661,0.4377060959038427
1735904618.4930882,1.3912221143020314,0.765266249977875,0.4377859137546978
1735904618.5320492,1.3931408287229456,0.7641990554112364,0.4384440692161568
1735904618.5656974,1.3923972571555807,0.7636609685400577,0.43891151541848766
1735904618.5947852,1.3931752011344773,0.7662503187211916,0.43991546369806867
1735904618.627647,1.3968398897451242,0.7665202381299647,0.44035829775727636
1735904618.6574762,1.391841261425007,0.7614133244176293,0.44140445834441083
1735904618.696488,1.3925996080554193,0.7620642342581168,0.4394895843644688
1735904618.7306654,1.3961295428392289,0.7651953856615378,0.4389261911074438
1735904618.7656407,1.394566182882945,0.7669560818311664,0.43890692495413836
1735904618.7961297,1.396321735090246,0.7694537790684343,0.43794640188364464
1735904618.8345053,1.4021141277889355,0.7719868388124423,0.43896856041283683
1735904618.8736444,1.399020397225076,0.7732256698626692,0.43669339776947486
1735904618.9121923,1.4054901115976126,0.7742995960805337,0.43632071033097025
1735904618.9440804,1.4055246777631822,0.771931093921856,0.4404110729259632
1735904618.974846,1.398712094664984,0.7674561098704598,0.4392912302210701
1735904619.007252,1.3962655202000454,0.7663650674107015,0.43925324114552955
1735904619.043369,1.3958628588378068,0.7627169734323203,0.4405187681862986
1735904619.0976627,1.3954339334242305,0.761140726205002,0.4419164084152435
1735904619.1642087,1.3878924846532148,0.7604995653209246,0.4390455501914273
1735904619.1953557,1.3902083987512117,0.7659794893542359,0.44149119102793283
1735904619.2303452,1.3965500156357675,0.7701579418075352,0.44620302039014287
1735904619.2758703,1.4041903614530493,0.7753183563961364,0.44755508250942644
1735904619.3090103,1.4052326189752433,0.7737822505899901,0.4477306452664695
1735904619.340465,1.4089335975822208,0.7801376755193951,0.4443804226276804
1735904619.3729367,1.4113721367179581,0.7791905857524856,0.44394693561698245
1735904619.4076521,1.4124083885846543,0.7828795289496537,0.43718400264044344
1735904619.450409,1.4107332968923072,0.7818615656496429,0.4337505630761856
1735904619.485622,1.4034440071884424,0.7739989276844854,0.42987846007054487
1735904619.517427,1.4001361476834773,0.7663257199417663,0.4332532848288165
1735904619.5512946,1.394277348979958,0.763240949643504,0.43391549838978083
1735904619.5828156,1.3998430570756866,0.7644618484480337,0.43275826757692604
1735904619.6235769,1.3956759444264377,0.7610106892601013,0.43169943158420526
1735904619.6546013,1.391556456668672,0.7590968154911405,0.4357540083161688
1735904619.6890495,1.3877281801227355,0.7591552221371312,0.4384474954868375
1735904619.7227042,1.3912978462067795,0.761718805374872,0.4422556981704901
1735904619.7550263,1.3968628166440926,0.7664529986738159,0.44215111232105647
1735904619.7894087,1.3970773078200875,0.7649701230739963,0.44006896335334295
1735904619.8249767,1.4029153441541085,0.7688219472833332,0.44229499483929857
1735904619.8599176,1.4034496164815458,0.7695380100477225,0.4414236524570117
1735904619.9014475,1.4010086456755608,0.7694348060168098,0.44072850343104114
1735904619.9428437,1.396706982855425,0.7670555299862958,0.4406555189618193
1735904619.9922917,1.3982319794553428,0.7657982371292529,0.43893366795969574
1735904620.0292478,1.4111262360239756,0.7720594627173958,0.4432578676292365
1735904620.0673869,1.4133458385811428,0.7731649375088508,0.44013079686892304
